p	1	92
p	30	230
p	46	209
p	50	75
p	58	300
p	63	345
p	65	402
p	70	31
p	70	369
p	84	334
p	92	311
p	113	123
p	125	39
p	135	368
p	139	228
p	157	371
p	158	222
p	162	53
p	175	50
p	203	397
p	213	22
p	239	236
p	244	354
p	258	128
p	272	288
p	277	191
p	290	226
p	290	404
p	298	42
p	300	141
p	314	390
p	315	234
p	331	191
p	344	242
p	345	455
p	357	353
p	368	524
p	389	12
p	391	228
p	395	387
p	396	166
p	396	363
p	401	229
p	414	375
p	423	32
p	447	284
p	451	146
p	454	395
p	458	315
p	464	88
p	482	94
p	484	232
p	491	132
p	513	6
p	514	312
p	517	62
p	519	110
p	534	408
p	543	15
p	562	554
p	565	359
p	595	374
p	603	83
p	626	269
p	647	138
p	651	99
p	674	102
p	685	372
p	689	34
p	694	12
p	709	486
p	730	241
p	733	135
p	772	294
p	773	508
p	784	123
p	811	59
p	821	125
p	824	326
p	847	530
p	849	220
p	858	53
p	862	138
p	879	451
p	882	139
p	886	369
p	899	343
p	899	454
p	911	284
p	913	91
p	922	244
p	926	307
p	934	331
p	934	554
p	936	5
p	937	137
p	940	424
p	945	219
p	945	376
p	948	298
p	956	487
p	959	531
p	962	220
p	968	282
p	970	119
p	972	423
p	974	267
p	977	155
p	979	232
p	979	303
p	982	196
p	984	221
p	985	107
p	985	173
p	985	219
p	991	210
p	992	446
p	993	261
p	996	251
p	1009	259
p	1012	69
p	1016	379
p	1016	392
p	1029	35
p	1031	536
p	1034	58
p	1035	25
p	1035	129
p	1039	283
p	1040	339
p	1046	58
p	1046	423
p	1048	278
p	1049	385
p	1050	370
p	1051	128
p	1061	218
p	1062	240
p	1067	566
p	1071	148
p	1076	295
p	1076	334
p	1078	295
p	1080	538
p	1081	148
p	1083	536
p	1084	553
p	1085	347
p	1086	313
p	1091	504
p	1095	26
p	1097	3
p	1097	500
p	1099	18
p	1102	163
p	1106	152
p	1115	188
p	1116	538
p	1119	487
p	1120	267
p	1122	487
p	1128	42
p	1128	470
p	1129	376
p	1129	534
p	1131	30
p	1135	208
p	1141	296
p	1142	330
p	1143	227
p	1150	451
