p	1	92
p	5	39
p	7	114
p	9	61
p	9	72
p	14	496
p	18	49
p	29	166
p	30	230
p	31	49
p	34	308
p	37	10
p	40	478
p	46	209
p	47	4
p	50	75
p	51	301
p	52	399
p	53	66
p	53	242
p	58	300
p	62	306
p	63	345
p	65	402
p	70	31
p	70	369
p	82	569
p	84	334
p	84	343
p	92	311
p	97	377
p	101	149
p	105	546
p	110	37
p	110	38
p	113	123
p	125	39
p	132	102
p	135	368
p	138	425
p	139	228
p	144	94
p	148	251
p	153	459
p	154	40
p	157	371
p	158	222
p	162	53
p	165	102
p	175	50
p	182	404
p	189	396
p	199	304
p	200	516
p	203	397
p	204	271
p	209	243
p	210	355
p	210	459
p	211	113
p	213	22
p	217	82
p	217	104
p	219	303
p	226	258
p	234	182
p	238	226
p	239	226
p	239	236
p	241	112
p	244	354
p	245	64
p	245	125
p	252	357
p	253	357
p	255	336
p	256	226
p	256	227
p	258	128
p	262	263
p	262	388
p	263	156
p	266	375
p	268	163
p	268	164
p	272	288
p	274	9
p	277	191
p	278	364
p	281	238
p	282	238
p	285	530
p	290	226
p	290	404
p	292	224
p	295	27
p	295	394
p	298	42
p	300	141
p	302	528
p	303	352
p	305	400
p	306	466
p	311	341
p	314	390
p	315	201
p	315	234
p	316	41
p	319	306
p	320	105
p	320	106
p	320	306
p	321	103
p	321	350
p	323	154
p	323	338
p	326	254
p	328	311
p	329	311
p	331	191
p	332	101
p	332	185
p	332	186
p	335	217
p	336	460
p	339	414
p	342	48
p	342	381
p	344	242
p	345	455
p	350	141
p	352	101
p	352	285
p	354	111
p	357	353
p	358	564
p	359	336
p	364	210
p	365	17
p	365	397
p	366	241
p	366	418
p	368	524
p	371	475
p	376	201
p	377	219
p	378	2
p	378	136
p	379	68
p	379	135
p	379	136
p	382	202
p	386	293
p	388	356
p	389	12
p	389	176
p	390	567
p	391	228
p	393	220
p	394	220
p	395	387
p	396	166
p	396	319
p	396	363
p	399	270
p	401	229
p	406	146
p	406	147
p	406	148
p	406	563
p	407	147
p	407	546
p	407	547
p	413	366
p	414	375
p	415	448
p	417	131
p	417	361
p	418	71
p	418	414
p	420	91
p	420	140
p	421	208
p	423	32
p	423	212
p	428	29
p	429	294
p	429	558
p	434	334
p	437	89
p	437	312
p	439	59
p	440	134
p	440	198
p	441	134
p	441	196
p	442	102
p	442	103
p	442	198
p	443	103
p	444	472
p	444	473
p	446	344
p	447	284
p	450	100
p	451	87
p	451	146
p	452	448
p	454	395
p	455	302
p	456	343
p	458	133
p	458	186
p	458	315
p	459	132
p	461	201
p	464	88
p	464	195
p	469	197
p	469	249
p	476	97
p	480	80
p	480	411
p	482	24
p	482	94
p	483	543
p	484	232
p	484	543
p	485	167
p	486	353
p	489	531
p	490	531
p	491	63
p	491	132
p	492	225
p	492	226
p	493	101
p	493	102
p	493	163
p	493	164
p	498	147
p	503	187
p	505	205
p	513	6
p	514	312
p	515	286
p	516	400
p	517	62
p	519	110
p	523	55
p	523	56
p	524	140
p	524	322
p	525	321
p	525	322
p	527	173
p	530	154
p	530	210
p	531	477
p	533	171
p	534	408
p	540	368
p	541	368
p	541	387
p	543	15
p	545	456
p	546	173
p	548	310
p	549	227
p	550	141
p	550	142
p	550	256
p	551	141
p	551	142
p	556	458
p	556	469
p	557	215
p	562	554
p	565	88
p	565	359
p	568	131
p	569	87
p	569	408
p	570	408
p	571	566
p	572	100
p	572	298
p	573	168
p	573	463
p	576	303
p	578	244
p	580	350
p	585	229
p	588	100
p	589	570
p	590	368
p	595	374
p	597	18
p	599	112
p	601	506
p	602	133
p	602	285
p	603	83
p	607	366
p	608	554
p	609	171
p	611	165
p	611	548
p	612	270
p	613	116
p	613	178
p	613	296
p	614	105
p	620	99
p	624	19
p	624	111
p	624	112
p	624	343
p	624	382
p	624	473
p	624	537
p	626	174
p	626	269
p	630	272
p	631	198
p	634	162
p	636	281
p	637	550
p	638	70
p	640	139
p	640	286
p	641	180
p	644	99
p	645	99
p	646	210
p	646	439
p	647	117
p	647	138
p	649	155
p	649	222
p	651	99
p	654	389
p	655	429
p	657	218
p	658	74
p	659	426
p	660	243
p	660	425
p	660	426
p	661	152
p	664	432
p	667	141
p	668	46
p	668	47
p	673	381
p	674	102
p	674	506
p	676	50
p	681	301
p	681	302
p	681	441
p	682	210
p	682	309
p	683	439
p	685	140
p	685	372
p	686	388
p	687	277
p	689	34
p	690	208
p	694	12
p	697	151
p	697	152
p	697	312
p	699	393
p	699	496
p	701	493
p	707	259
p	709	457
p	709	486
p	710	377
p	712	168
p	716	221
p	716	399
p	716	400
p	717	221
p	720	59
p	724	149
p	727	526
p	729	148
p	729	149
p	730	148
p	730	149
p	730	241
p	732	63
p	733	135
p	736	259
p	739	329
p	739	330
p	741	196
p	741	278
p	742	41
p	745	565
p	747	179
p	747	180
p	747	490
p	748	179
p	748	180
p	748	282
p	748	378
p	749	179
p	749	180
p	749	264
p	755	26
p	755	248
p	755	394
p	756	394
p	760	64
p	763	95
p	763	96
p	764	275
p	765	425
p	766	142
p	772	294
p	773	508
p	773	535
p	774	209
p	778	190
p	778	346
p	780	200
p	780	205
p	780	206
p	781	482
p	784	123
p	785	305
p	786	261
p	786	304
p	786	305
p	787	261
p	787	305
p	790	188
p	791	188
p	791	297
p	792	41
p	793	158
p	794	280
p	796	167
p	799	404
p	802	318
p	807	220
p	808	210
p	809	92
p	810	251
p	811	59
p	811	379
p	813	240
p	815	98
p	815	156
p	815	157
p	815	198
p	815	264
p	816	156
p	816	157
p	816	562
p	818	133
p	819	409
p	820	382
p	821	125
p	821	161
p	822	515
p	823	67
p	823	112
p	823	431
p	824	69
p	824	326
p	826	100
p	826	254
p	826	289
p	828	143
p	829	129
p	829	142
p	829	143
p	829	172
p	829	300
p	830	129
p	830	142
p	830	143
p	830	144
p	831	13
p	832	147
p	834	61
p	834	62
p	836	150
p	841	183
p	842	183
p	842	507
p	844	129
p	847	372
p	847	530
p	849	220
p	849	452
p	850	143
p	851	170
p	855	306
p	855	407
p	856	306
p	858	53
p	862	138
p	863	168
p	863	169
p	864	137
p	866	426
p	866	504
p	866	505
p	869	235
p	871	153
p	871	569
p	872	213
p	873	152
p	874	356
p	875	99
p	876	134
p	876	135
p	876	236
p	876	237
p	876	239
p	877	135
p	877	157
p	877	237
p	879	236
p	879	451
p	879	498
p	880	397
p	882	114
p	882	139
p	882	179
p	883	474
p	886	369
p	888	305
p	889	98
p	889	305
p	891	185
p	892	14
p	892	552
p	893	117
p	896	123
p	897	123
p	898	366
p	899	245
p	899	343
p	899	399
p	899	454
p	905	355
p	907	231
p	911	284
p	911	307
p	911	474
p	912	165
p	912	314
p	913	31
p	913	91
p	913	363
p	913	422
p	914	484
p	914	485
p	917	195
p	918	11
p	920	74
p	922	112
p	922	244
p	923	99
p	924	99
p	924	100
p	924	171
p	925	61
p	925	171
p	925	228
p	925	229
p	926	220
p	926	277
p	926	307
p	927	531
p	931	31
p	934	331
p	934	441
p	934	554
p	935	131
p	936	5
p	937	137
p	937	334
p	938	121
p	938	160
p	938	219
p	938	312
p	940	377
p	940	424
p	941	428
p	942	78
p	943	172
p	944	178
p	944	427
p	944	498
p	945	219
p	945	376
p	946	106
p	946	233
p	946	323
p	947	336
p	948	298
p	949	122
p	950	165
p	950	183
p	950	190
p	950	312
p	952	101
p	952	324
p	952	325
p	954	329
p	955	217
p	955	218
p	955	412
p	956	487
p	957	93
p	957	126
p	957	369
p	957	413
p	958	214
p	958	369
p	959	406
p	959	531
p	961	193
p	962	193
p	962	220
p	963	168
p	963	169
p	964	170
p	964	188
p	965	372
p	965	390
p	966	147
p	966	372
p	967	139
p	968	202
p	968	282
p	969	96
p	969	163
p	970	42
p	970	119
p	971	446
p	972	423
p	972	446
p	972	447
p	973	37
p	974	267
p	975	125
p	975	291
p	975	449
p	975	450
p	977	97
p	977	155
p	978	172
p	978	416
p	979	21
p	979	232
p	979	260
p	979	303
p	980	502
p	981	440
p	982	196
p	982	266
p	982	267
p	982	443
p	982	546
p	983	146
p	983	232
p	983	233
p	983	266
p	983	267
p	984	221
p	984	232
p	985	107
p	985	173
p	985	219
p	986	552
p	987	169
p	987	170
p	987	309
p	987	537
p	988	170
p	988	339
p	989	507
p	990	23
p	990	340
p	990	508
p	991	210
p	992	190
p	992	446
p	993	261
p	993	330
p	994	82
p	994	130
p	994	261
p	995	82
p	995	306
p	996	225
p	996	251
p	997	227
p	998	412
p	998	432
p	999	320
p	999	529
p	1000	320
p	1000	447
p	1000	514
p	1000	515
p	1001	209
p	1001	210
p	1001	514
p	1002	26
p	1003	306
p	1003	307
p	1003	330
p	1003	358
p	1004	300
p	1004	301
p	1004	349
p	1005	548
p	1006	487
p	1009	135
p	1009	259
p	1010	282
p	1010	283
p	1011	201
p	1012	69
p	1012	268
p	1013	78
p	1013	326
p	1014	78
p	1014	79
p	1014	99
p	1014	106
p	1014	232
p	1015	21
p	1016	379
p	1016	392
p	1017	265
p	1020	137
p	1021	134
p	1021	137
p	1022	152
p	1023	302
p	1023	555
p	1025	97
p	1025	203
p	1025	278
p	1025	568
p	1026	97
p	1026	203
p	1026	437
p	1026	438
p	1026	479
p	1027	151
p	1029	35
p	1029	273
p	1030	461
p	1031	163
p	1031	536
p	1031	564
p	1031	566
p	1032	433
p	1032	434
p	1033	42
p	1033	104
p	1033	433
p	1033	434
p	1034	42
p	1034	58
p	1034	371
p	1035	25
p	1035	129
p	1037	65
p	1037	189
p	1037	200
p	1037	279
p	1038	185
p	1038	186
p	1038	189
p	1038	291
p	1038	300
